# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	494465	496558	-	QPT06516.1			AraC family transcriptional regulator Rsp	rsp		I6G39_02350	2094	697	
gene	pseudogene	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	497519	498960	+							I6G39_02355	1442		pseudo
CDS	without_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	497519	498960	+				PTS sucrose transporter subunit IIBC			I6G39_02355	1442		pseudo
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	499088	500026	-							I6G39_02360	939		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	499088	500026	-	QPT06517.1			magnesium transporter CorA family protein			I6G39_02360	939	312	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	500091	500714	-							I6G39_02365	624		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	500091	500714	-	QPT06518.1			TetR/AcrR family transcriptional regulator			I6G39_02365	624	207	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	500872	502161	+							I6G39_02370	1290		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	500872	502161	+	QPT06519.1			ABC transporter permease			I6G39_02370	1290	429	
gene	pseudogene	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	502394	504060	+							I6G39_02375	1667		pseudo
CDS	without_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	502394	504060	+				Na/Pi cotransporter family protein			I6G39_02375	1667		pseudo
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	504202	504615	+							I6G39_02380	414		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	504202	504615	+	QPT06520.1			DUF2871 domain-containing protein			I6G39_02380	414	137	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	504783	505814	+							I6G39_02385	1032		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	504783	505814	+	QPT06521.1			NAD(P)/FAD-dependent oxidoreductase			I6G39_02385	1032	343	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	505849	506250	+							I6G39_02390	402		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	505849	506250	+	QPT06522.1			GNAT family N-acetyltransferase			I6G39_02390	402	133	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	506365	507723	-							I6G39_02395	1359		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	506365	507723	-	QPT06523.1			sugar porter family MFS transporter			I6G39_02395	1359	452	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	508059	509744	-							I6G39_02400	1686		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	508059	509744	-	QPT06524.1			CDP-glycerol glycerophosphotransferase family protein			I6G39_02400	1686	561	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	510049	511650	+							I6G39_02405	1602		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	510049	511650	+	QPT06525.1			L-lactate permease			I6G39_02405	1602	533	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	511699	512853	-							I6G39_02410	1155		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	511699	512853	-	QPT06526.1			glycosyltransferase family 4 protein			I6G39_02410	1155	384	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	513134	514618	+					mqo		I6G39_02415	1485		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	513134	514618	+	QPT06527.1			malate dehydrogenase (quinone)	mqo		I6G39_02415	1485	494	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	514706	516088	-							I6G39_02420	1383		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	514706	516088	-	QPT06528.1			HAMP domain-containing histidine kinase			I6G39_02420	1383	460	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	516081	516758	-							I6G39_02425	678		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	516081	516758	-	QPT06529.1			response regulator transcription factor			I6G39_02425	678	225	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	516913	517965	+							I6G39_02430	1053		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	516913	517965	+	QPT06530.1			ABC transporter permease			I6G39_02430	1053	350	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	517965	518633	+							I6G39_02435	669		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	517965	518633	+	QPT06531.1			ABC transporter ATP-binding protein			I6G39_02435	669	222	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	518731	519708	-							I6G39_02440	978		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	518731	519708	-	QPT06532.1			YdcF family protein			I6G39_02440	978	325	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	519983	521377	+							I6G39_02445	1395		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	519983	521377	+	QPT06533.1			hypothetical protein			I6G39_02445	1395	464	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	521540	522175	-							I6G39_02450	636		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	521540	522175	-	QPT06534.1			hypothetical protein			I6G39_02450	636	211	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	522460	523362	+							I6G39_02455	903		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	522460	523362	+	QPT06535.1			alpha/beta hydrolase			I6G39_02455	903	300	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	523462	523926	-							I6G39_02460	465		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	523462	523926	-	QPT06536.1			thioesterase family protein			I6G39_02460	465	154	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	524256	525296	+							I6G39_02465	1041		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	524256	525296	+	QPT06537.1			type 2 isopentenyl-diphosphate Delta-isomerase			I6G39_02465	1041	346	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	525339	525947	-							I6G39_02470	609		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	525339	525947	-	QPT06538.1			DNA-3-methyladenine glycosylase			I6G39_02470	609	202	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	526213	527112	+							I6G39_02475	900		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	526213	527112	+	QPT06539.1			ABC transporter ATP-binding protein			I6G39_02475	900	299	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	527105	528340	+							I6G39_02480	1236		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	527105	528340	+	QPT06540.1			ABC transporter permease			I6G39_02480	1236	411	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	528586	529608	+							I6G39_02485	1023		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	528586	529608	+	QPT06541.1			galactose mutarotase			I6G39_02485	1023	340	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	529779	530468	+					rpiA		I6G39_02490	690		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	529779	530468	+	QPT07088.1			ribose 5-phosphate isomerase A	rpiA		I6G39_02490	690	229	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	530549	531787	-							I6G39_02495	1239		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	530549	531787	-	QPT06542.1			CPBP family intramembrane metalloprotease			I6G39_02495	1239	412	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	532134	533066	+							I6G39_02500	933		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	532134	533066	+	QPT06543.1			formimidoylglutamase			I6G39_02500	933	310	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	533056	533931	-							I6G39_02505	876		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	533056	533931	-	QPT06544.1			LysR family transcriptional regulator			I6G39_02505	876	291	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	534057	535331	+							I6G39_02510	1275		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	534057	535331	+	QPT06545.1			YjiH family protein			I6G39_02510	1275	424	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	535373	537076	+					hutU		I6G39_02515	1704		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	535373	537076	+	QPT06546.1			urocanate hydratase	hutU		I6G39_02515	1704	567	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	537076	538308	+							I6G39_02520	1233		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	537076	538308	+	QPT06547.1			imidazolonepropionase			I6G39_02520	1233	410	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	538475	539596	+							I6G39_02525	1122		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	538475	539596	+	QPT06548.1			amidohydrolase			I6G39_02525	1122	373	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	539675	540556	+							I6G39_02530	882		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	539675	540556	+	QPT06549.1			SDR family oxidoreductase			I6G39_02530	882	293	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	540755	541183	+							I6G39_02535	429		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	540755	541183	+	QPT06550.1			hypothetical protein			I6G39_02535	429	142	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	541577	542872	+							I6G39_02540	1296		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	541577	542872	+	QPT06551.1			Na+/H+ antiporter NhaC family protein			I6G39_02540	1296	431	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	543028	543543	+							I6G39_02545	516		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	543028	543543	+	QPT06552.1			SRPBCC domain-containing protein			I6G39_02545	516	171	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	543625	544386	-							I6G39_02550	762		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	543625	544386	-	QPT06553.1			MurR/RpiR family transcriptional regulator			I6G39_02550	762	253	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	544611	546218	+							I6G39_02555	1608		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	544611	546218	+	QPT06554.1			PTS transporter subunit EIIC			I6G39_02555	1608	535	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	546333	546863	-							I6G39_02560	531		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	546333	546863	-	QPT06555.1			hypothetical protein			I6G39_02560	531	176	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	547115	548038	+							I6G39_02565	924		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	547115	548038	+	QPT06556.1			bile acid:sodium symporter family protein			I6G39_02565	924	307	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	548141	548785	+							I6G39_02570	645		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	548141	548785	+	QPT06557.1			HAD-IA family hydrolase			I6G39_02570	645	214	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	548788	548979	+							I6G39_02575	192		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	548788	548979	+	QPT06558.1			hypothetical protein			I6G39_02575	192	63	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	549111	549299	-							I6G39_02580	189		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	549111	549299	-	QPT06559.1			hypothetical protein			I6G39_02580	189	62	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	549296	549655	-							I6G39_02585	360		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	549296	549655	-	QPT06560.1			hypothetical protein			I6G39_02585	360	119	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	550086	551474	+							I6G39_02590	1389		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	550086	551474	+	QPT06561.1			amino acid permease			I6G39_02590	1389	462	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	551533	552408	-							I6G39_02595	876		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	551533	552408	-	QPT06562.1			MurR/RpiR family transcriptional regulator			I6G39_02595	876	291	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	552405	553859	-							I6G39_02600	1455		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	552405	553859	-	QPT06563.1			PTS transporter subunit EIIC			I6G39_02600	1455	484	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	553895	554785	-					murQ		I6G39_02605	891		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	553895	554785	-	QPT06564.1			N-acetylmuramic acid 6-phosphate etherase	murQ		I6G39_02605	891	296	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	554789	555853	-							I6G39_02610	1065		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	554789	555853	-	QPT06565.1			DUF871 domain-containing protein			I6G39_02610	1065	354	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	556064	556759	-							I6G39_02615	696		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	556064	556759	-	QPT06566.1			HTH domain-containing protein			I6G39_02615	696	231	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	557339	558130	+							I6G39_02620	792		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	557339	558130	+	QPT06567.1			inositol monophosphatase family protein			I6G39_02620	792	263	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	558209	559168	+							I6G39_02625	960		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	558209	559168	+	QPT06568.1			LCP family protein			I6G39_02625	960	319	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	559486	562443	+					fdhF		I6G39_02630	2958		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	559486	562443	+	QPT06569.1			formate dehydrogenase subunit alpha	fdhF		I6G39_02630	2958	985	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	562443	562910	+							I6G39_02635	468		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	562443	562910	+	QPT06570.1			DUF1641 domain-containing protein			I6G39_02635	468	155	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	563109	563327	+							I6G39_02640	219		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	563109	563327	+	QPT06571.1			hypothetical protein			I6G39_02640	219	72	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	563358	564134	+							I6G39_02645	777		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	563358	564134	+	QPT06572.1			N-acetylglucosaminidase			I6G39_02645	777	258	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	564200	565324	+							I6G39_02650	1125		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	564200	565324	+	QPT06573.1			FAD-dependent monooxygenase			I6G39_02650	1125	374	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	565405	566364	-							I6G39_02655	960		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	565405	566364	-	QPT06574.1			2-hydroxyacid dehydrogenase family protein			I6G39_02655	960	319	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	566533	566847	-							I6G39_02660	315		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	566533	566847	-	QPT06575.1			multidrug efflux SMR transporter			I6G39_02660	315	104	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	566847	567173	-							I6G39_02665	327		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	566847	567173	-	QPT06576.1			multidrug efflux SMR transporter			I6G39_02665	327	108	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	567399	567782	-							I6G39_02670	384		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	567399	567782	-	QPT06577.1			DUF4870 domain-containing protein			I6G39_02670	384	127	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	567992	569062	+							I6G39_02675	1071		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	567992	569062	+	QPT06578.1			NAD/NADP octopine/nopaline dehydrogenase family protein			I6G39_02675	1071	356	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	569112	570509	+					nhaC		I6G39_02680	1398		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	569112	570509	+	QPT06579.1			Na+/H+ antiporter NhaC	nhaC		I6G39_02680	1398	465	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	570779	571264	+							I6G39_02685	486		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	570779	571264	+	QPT06580.1			hypothetical protein			I6G39_02685	486	161	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	571410	572126	-							I6G39_02690	717		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	571410	572126	-	QPT06581.1			CHAP domain-containing protein			I6G39_02690	717	238	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	572716	573078	+							I6G39_02695	363		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	572716	573078	+	QPT06582.1			hypothetical protein			I6G39_02695	363	120	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	573389	573736	+							I6G39_02700	348		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	573389	573736	+	QPT06583.1			MarR family transcriptional regulator			I6G39_02700	348	115	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	573852	574553	-							I6G39_02705	702		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	573852	574553	-	QPT06584.1			amino acid ABC transporter permease			I6G39_02705	702	233	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	574568	575251	-							I6G39_02710	684		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	574568	575251	-	QPT06585.1			amino acid ABC transporter permease			I6G39_02710	684	227	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	575248	576108	-							I6G39_02715	861		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	575248	576108	-	QPT06586.1			transporter substrate-binding domain-containing protein			I6G39_02715	861	286	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	576105	576854	-							I6G39_02720	750		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	576105	576854	-	QPT06587.1			amino acid ABC transporter ATP-binding protein			I6G39_02720	750	249	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	577014	578165	+							I6G39_02725	1152		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	577014	578165	+	QPT06588.1			acyl-CoA/acyl-ACP dehydrogenase			I6G39_02725	1152	383	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	578436	579365	+							I6G39_02730	930		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	578436	579365	+	QPT06589.1			ABC transporter substrate-binding protein			I6G39_02730	930	309	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	579638	580189	+							I6G39_02735	552		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	579638	580189	+	QPT07089.1			biotin transporter BioY			I6G39_02735	552	183	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	580220	580978	+							I6G39_02740	759		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	580220	580978	+	QPT06590.1			GNAT family N-acetyltransferase			I6G39_02740	759	252	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	581130	581933	-					fdhD		I6G39_02745	804		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	581130	581933	-	QPT06591.1			formate dehydrogenase accessory sulfurtransferase FdhD	fdhD		I6G39_02745	804	267	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	582164	583336	+							I6G39_02750	1173		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	582164	583336	+	QPT06592.1			galactokinase			I6G39_02750	1173	390	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	583388	584389	+					galE		I6G39_02755	1002		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	583388	584389	+	QPT06593.1			UDP-glucose 4-epimerase GalE	galE		I6G39_02755	1002	333	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	584392	585879	+					galT		I6G39_02760	1488		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	584392	585879	+	QPT06594.1			UDP-glucose--hexose-1-phosphate uridylyltransferase	galT		I6G39_02760	1488	495	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	586097	586891	+					modA		I6G39_02765	795		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	586097	586891	+	QPT06595.1			molybdate ABC transporter substrate-binding protein	modA		I6G39_02765	795	264	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	586910	587581	+					modB		I6G39_02770	672		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	586910	587581	+	QPT06596.1			molybdate ABC transporter permease subunit	modB		I6G39_02770	672	223	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	587585	588190	+							I6G39_02775	606		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	587585	588190	+	QPT06597.1			ATP-binding cassette domain-containing protein			I6G39_02775	606	201	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	588260	588826	-							I6G39_02780	567		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	588260	588826	-	QPT06598.1			GbsR/MarR family transcriptional regulator			I6G39_02780	567	188	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	589216	590220	+							I6G39_02785	1005		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	589216	590220	+	QPT06599.1			ThiF family adenylyltransferase			I6G39_02785	1005	334	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	590236	590742	+							I6G39_02790	507		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	590236	590742	+	QPT06600.1			molybdenum cofactor biosynthesis protein MoaB			I6G39_02790	507	168	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	590841	591341	-					moaC		I6G39_02795	501		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	590841	591341	-	QPT06601.1			cyclic pyranopterin monophosphate synthase MoaC	moaC		I6G39_02795	501	166	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	591401	592660	+							I6G39_02800	1260		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	591401	592660	+	QPT06602.1			molybdopterin molybdotransferase MoeA			I6G39_02800	1260	419	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	592657	593127	+					mobB		I6G39_02805	471		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	592657	593127	+	QPT06603.1			molybdopterin-guanine dinucleotide biosynthesis protein B	mobB		I6G39_02805	471	156	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	593128	593583	+							I6G39_02810	456		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	593128	593583	+	QPT06604.1			molybdenum cofactor biosynthesis protein MoaE			I6G39_02810	456	151	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	593580	593813	+					moaD		I6G39_02815	234		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	593580	593813	+	QPT06605.1			molybdopterin converting factor subunit 1	moaD		I6G39_02815	234	77	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	593821	594429	+					mobA		I6G39_02820	609		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	593821	594429	+	QPT06606.1			molybdenum cofactor guanylyltransferase MobA	mobA		I6G39_02820	609	202	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	594441	595463	+					moaA		I6G39_02825	1023		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	594441	595463	+	QPT06607.1			GTP 3',8-cyclase MoaA	moaA		I6G39_02825	1023	340	
gene	protein_coding	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	595694	596059	+							I6G39_02830	366		
CDS	with_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	595694	596059	+	QPT06608.1			MarR family transcriptional regulator			I6G39_02830	366	121	
gene	pseudogene	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	596218	596969	+							I6G39_02835	752		pseudo
CDS	without_protein	GCA_016028295.1	Primary Assembly	chromosome		CP065712.1	596218	596969	+				VOC family protein			I6G39_02835	752		pseudo
