# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	628270	628617	+							SAMEA4412661_00635	348		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	628270	628617	+	SNW01146.1			Uncharacterised protein			SAMEA4412661_00635	348	115	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	628634	629275	+					relA2		SAMEA4412661_00636	642		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	628634	629275	+	SNW01149.1			GTP pyrophosphokinase	relA2		SAMEA4412661_00636	642	213	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	629278	630087	+					ppnK		SAMEA4412661_00637	810		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	629278	630087	+	SNW01153.1			inorganic polyphosphate/ATP-NAD kinase	ppnK		SAMEA4412661_00637	810	269	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	630084	630938	+					rluD_1		SAMEA4412661_00638	855		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	630084	630938	+	SNW01157.1			ribosomal large subunit pseudouridine synthase D	rluD_1		SAMEA4412661_00638	855	284	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	630963	632348	+					mgtE		SAMEA4412661_00639	1386		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	630963	632348	+	SNW01160.1			magnesium transporter	mgtE		SAMEA4412661_00639	1386	461	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	632360	634192	+					kefC		SAMEA4412661_00640	1833		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	632360	634192	+	SNW01171.1			Na+/H+ antiporter protein	kefC		SAMEA4412661_00640	1833	610	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	634281	635048	-					fabI		SAMEA4412661_00641	768		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	634281	635048	-	SNW01174.1			enoyl-ACP reductase	fabI		SAMEA4412661_00641	768	255	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	635195	636283	-					yhhT_1		SAMEA4412661_00642	1089		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	635195	636283	-	SNW01178.1			membrane protein	yhhT_1		SAMEA4412661_00642	1089	362	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	636620	638200	+							SAMEA4412661_00643	1581		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	636620	638200	+	SNW01181.1			sodium:alanine symporter family protein			SAMEA4412661_00643	1581	526	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	638288	639025	+							SAMEA4412661_00644	738		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	638288	639025	+	SNW01185.1			putative esterase			SAMEA4412661_00644	738	245	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	639076	639585	+							SAMEA4412661_00645	510		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	639076	639585	+	SNW01188.1			YjcG, 2H phosphoesterase superfamily protein			SAMEA4412661_00645	510	169	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	639617	640807	-					ltaA		SAMEA4412661_00646	1191		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	639617	640807	-	SNW01191.1			putative glycolipid permease LtaA (Lipoteichoic acid protein A)	ltaA		SAMEA4412661_00646	1191	396	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	640785	641960	-					ugtP		SAMEA4412661_00647	1176		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	640785	641960	-	SNW01194.1			diacylglycerol glucosyltransferase	ugtP		SAMEA4412661_00647	1176	391	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	642325	643809	+					murE		SAMEA4412661_00648	1485		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	642325	643809	+	SNW01199.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	murE		SAMEA4412661_00648	1485	494	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	643799	644038	+							SAMEA4412661_00649	240		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	643799	644038	+	SNW01202.1			Uncharacterised protein			SAMEA4412661_00649	240	79	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	644057	645619	+					prfC		SAMEA4412661_00650	1563		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	644057	645619	+	SNW01205.1			peptide chain release factor 3	prfC		SAMEA4412661_00650	1563	520	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	645918	646706	+					yoaE		SAMEA4412661_00652	789		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	645918	646706	+	SNW01208.1			toxic anion resistance protein-like protein	yoaE		SAMEA4412661_00652	789	262	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	646914	648563	+					htrA_1		SAMEA4412661_00653	1650		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	646914	648563	+	SNW01211.1			serine protease HtrA	htrA_1		SAMEA4412661_00653	1650	549	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	648583	649941	+					ktrB		SAMEA4412661_00654	1359		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	648583	649941	+	SNW01214.1			sodium transport family protein	ktrB		SAMEA4412661_00654	1359	452	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	650114	651625	+					cpdB		SAMEA4412661_00655	1512		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	650114	651625	+	SNW01217.1			5' nucleotidase family protein	cpdB		SAMEA4412661_00655	1512	503	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	652049	653071	-							SAMEA4412661_00656	1023		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	652049	653071	-	SNW01220.1			Uncharacterised protein			SAMEA4412661_00656	1023	340	
gene	tRNA	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	653488	653562	+							SAMEA4412661_00657	75		
tRNA		GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	653488	653562	+				tRNA-Asn			SAMEA4412661_00657	75		
gene	tRNA	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	653563	653653	+							SAMEA4412661_00658	91		
tRNA		GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	653563	653653	+				tRNA-Ser			SAMEA4412661_00658	91		
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	653909	654553	-							SAMEA4412661_00659	645		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	653909	654553	-	SNW01224.1			competence transcription factor			SAMEA4412661_00659	645	214	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	654774	654992	+							SAMEA4412661_00660	219		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	654774	654992	+	SNW01227.1			Uncharacterized conserved protein			SAMEA4412661_00660	219	72	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	655064	656056	-					lplJ		SAMEA4412661_00661	993		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	655064	656056	-	SNW01230.1			lipoate-protein ligase A	lplJ		SAMEA4412661_00661	993	330	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	656247	656432	+							SAMEA4412661_00662	186		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	656247	656432	+	SNW01233.1			putative DUF2187-containing protein			SAMEA4412661_00662	186	61	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	656439	657041	+							SAMEA4412661_00663	603		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	656439	657041	+	SNW01236.1			CAAX amino protease family protein			SAMEA4412661_00663	603	200	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	657138	657548	-							SAMEA4412661_00664	411		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	657138	657548	-	SNW01239.1			YolD-like protein family protein			SAMEA4412661_00664	411	136	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	657703	658266	+							SAMEA4412661_00665	564		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	657703	658266	+	SNW01242.1			GNAT family acetyltransferase			SAMEA4412661_00665	564	187	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	658271	658921	+					ybbL		SAMEA4412661_00666	651		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	658271	658921	+	SNW01245.1			ABC transporter ATP-binding protein	ybbL		SAMEA4412661_00666	651	216	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	658918	659685	+					ybbM		SAMEA4412661_00667	768		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	658918	659685	+	SNW01248.1			YbbM seven transmembrane helix protein	ybbM		SAMEA4412661_00667	768	255	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	659743	660681	-					menA		SAMEA4412661_00668	939		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	659743	660681	-	SNW01252.1			1,4-dihydroxy-2-naphthoate octaprenyltransferase	menA		SAMEA4412661_00668	939	312	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	660860	662215	+					menF		SAMEA4412661_00669	1356		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	660860	662215	+	SNW01255.1			isochorismate synthase	menF		SAMEA4412661_00669	1356	451	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	662208	663881	+					menD		SAMEA4412661_00670	1674		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	662208	663881	+	SNW01258.1			2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase	menD		SAMEA4412661_00670	1674	557	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	663868	664662	+					menH		SAMEA4412661_00671	795		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	663868	664662	+	SNW01261.1			alpha/beta hydrolase	menH		SAMEA4412661_00671	795	264	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	664678	665493	+					menB		SAMEA4412661_00672	816		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	664678	665493	+	SNW01264.1			naphthoate synthase	menB		SAMEA4412661_00672	816	271	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	665556	666725	-					patA_1		SAMEA4412661_00673	1170		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	665556	666725	-	SNW01267.1			putative aminotransferase	patA_1		SAMEA4412661_00673	1170	389	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	666849	667862	-							SAMEA4412661_00674	1014		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	666849	667862	-	SNW01270.1			putative acyltransferase			SAMEA4412661_00674	1014	337	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	668093	669895	+					oatA_2		SAMEA4412661_00675	1803		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	668093	669895	+	SNW01273.1			putative acyltransferase	oatA_2		SAMEA4412661_00675	1803	600	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	670006	674142	-					spsC		SAMEA4412661_00676	4137		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	670006	674142	-	SNW01276.1			autolysin	spsC		SAMEA4412661_00676	4137	1378	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	674367	674792	-							SAMEA4412661_00677	426		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	674367	674792	-	SNW01279.1			GNAT family acetyltransferase			SAMEA4412661_00677	426	141	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	674929	675399	-							SAMEA4412661_00678	471		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	674929	675399	-	SNW01283.1			LytR family transcriptional regulator			SAMEA4412661_00678	471	156	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	675420	676631	-					ywtF		SAMEA4412661_00679	1212		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	675420	676631	-	SNW01286.1			LytR family transcriptional regulator	ywtF		SAMEA4412661_00679	1212	403	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	676906	677559	+							SAMEA4412661_00680	654		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	676906	677559	+	SNW01288.1			putative lipoprotein			SAMEA4412661_00680	654	217	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	677748	679058	+							SAMEA4412661_00681	1311		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	677748	679058	+	SNW01324.1			IS1181 transposase			SAMEA4412661_00681	1311	436	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	679434	680579	-					hmp		SAMEA4412661_00682	1146		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	679434	680579	-	SNW01327.1			flavohemoprotein	hmp		SAMEA4412661_00682	1146	381	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	680782	681111	+							SAMEA4412661_00683	330		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	680782	681111	+	SNW01331.1			chitinase-like protein			SAMEA4412661_00683	330	109	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	681554	682657	+					qoxA		SAMEA4412661_00684	1104		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	681554	682657	+	SNW01334.1			quinol oxidase subunit II	qoxA		SAMEA4412661_00684	1104	367	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	682657	684645	+					qoxB		SAMEA4412661_00685	1989		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	682657	684645	+	SNW01337.1			quinol oxidase subunit I	qoxB		SAMEA4412661_00685	1989	662	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	684638	685246	+					qoxC		SAMEA4412661_00686	609		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	684638	685246	+	SNW01341.1			quinol oxidase subunit III	qoxC		SAMEA4412661_00686	609	202	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	685243	685533	+					qoxD		SAMEA4412661_00687	291		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	685243	685533	+	SNW01344.1			quinol oxidase subunit IV	qoxD		SAMEA4412661_00687	291	96	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	685753	686610	-					folD		SAMEA4412661_00688	858		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	685753	686610	-	SNW01348.1			methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase	folD		SAMEA4412661_00688	858	285	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	686865	687302	+					purE		SAMEA4412661_00689	438		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	686865	687302	+	SNW01352.1			phosphoribosylaminoimidazole carboxylase catalytic subunit	purE		SAMEA4412661_00689	438	145	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	687289	688416	+					purK		SAMEA4412661_00690	1128		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	687289	688416	+	SNW01355.1			phosphoribosylaminoimidazole carboxylase ATPase subunit	purK		SAMEA4412661_00690	1128	375	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	688418	689119	+					purC		SAMEA4412661_00691	702		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	688418	689119	+	SNW01358.1			phosphoribosylaminoimidazole succinocarboxamide synthase	purC		SAMEA4412661_00691	702	233	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	689123	689383	+					yexA		SAMEA4412661_00692	261		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	689123	689383	+	SNW01362.1			phosphoribosylformylglycinamidine synthase PurS component	yexA		SAMEA4412661_00692	261	86	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	689385	690056	+					purQ		SAMEA4412661_00693	672		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	689385	690056	+	SNW01365.1			phosphoribosylformylglycinamidine synthase I	purQ		SAMEA4412661_00693	672	223	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	690049	692238	+					purL		SAMEA4412661_00694	2190		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	690049	692238	+	SNW01368.1			phosphoribosylformylglycinamidine synthase II	purL		SAMEA4412661_00694	2190	729	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	692217	693638	+					purF		SAMEA4412661_00695	1422		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	692217	693638	+	SNW01371.1			amidophosphoribosyltransferase	purF		SAMEA4412661_00695	1422	473	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	693642	694670	+					purM		SAMEA4412661_00696	1029		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	693642	694670	+	SNW01374.1			phosphoribosylformylglycinamidine cyclo-ligase	purM		SAMEA4412661_00696	1029	342	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	694673	695239	+					purN		SAMEA4412661_00697	567		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	694673	695239	+	SNW01379.1			phosphoribosylglycinamide formyltransferase	purN		SAMEA4412661_00697	567	188	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	695255	696733	+					purH		SAMEA4412661_00698	1479		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	695255	696733	+	SNW01382.1			bifunctional purine biosynthesis protein PurH	purH		SAMEA4412661_00698	1479	492	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	696747	697985	+					purD		SAMEA4412661_00699	1239		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	696747	697985	+	SNW01385.1			phosphoribosylamine--glycine ligase	purD		SAMEA4412661_00699	1239	412	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	698112	698903	-					ykoC		SAMEA4412661_00700	792		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	698112	698903	-	SNW01387.1			cobalt transport family protein	ykoC		SAMEA4412661_00700	792	263	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	698896	700302	-					ykoD		SAMEA4412661_00701	1407		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	698896	700302	-	SNW01391.1			ABC transporter ATP-binding protein	ykoD		SAMEA4412661_00701	1407	468	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	700317	700892	-					ykoE		SAMEA4412661_00702	576		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	700317	700892	-	SNW01394.1			substrate-specific component YkoE of thiamin-regulated ECF transporter for HydroxymethylPyrimidine	ykoE		SAMEA4412661_00702	576	191	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	701208	701342	-							SAMEA4412661_00704	135		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	701208	701342	-	SNW01397.1			Uncharacterised protein			SAMEA4412661_00704	135	44	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	701577	702896	+							SAMEA4412661_00705	1320		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	701577	702896	+	SNW01400.1			membrane protein			SAMEA4412661_00705	1320	439	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	703030	704202	+					rlmI		SAMEA4412661_00706	1173		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	703030	704202	+	SNW01402.1			putative methyltransferase	rlmI		SAMEA4412661_00706	1173	390	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	704257	704787	+							SAMEA4412661_00707	531		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	704257	704787	+	SNW01403.1			Radical activating enzyme protein			SAMEA4412661_00707	531	176	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	704941	705207	+					ptsH		SAMEA4412661_00708	267		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	704941	705207	+	SNW01406.1			phosphocarrier protein HPr	ptsH		SAMEA4412661_00708	267	88	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	705207	706925	+					ptsI		SAMEA4412661_00709	1719		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	705207	706925	+	SNW01409.1			phosphoenolpyruvate-protein phosphotransferase	ptsI		SAMEA4412661_00709	1719	572	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	706973	707200	-					nrdH		SAMEA4412661_00710	228		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	706973	707200	-	SNW01411.1			glutaredoxin	nrdH		SAMEA4412661_00710	228	75	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	707485	708144	+					ktrA		SAMEA4412661_00711	660		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	707485	708144	+	SNW01414.1			potassium uptake protein TrkA	ktrA		SAMEA4412661_00711	660	219	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	708200	709882	-							SAMEA4412661_00712	1683		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	708200	709882	-	SNW01418.1			metallo-beta-lactamase superfamily protein			SAMEA4412661_00712	1683	560	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	709882	710097	-							SAMEA4412661_00713	216		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	709882	710097	-	SNW01421.1			putative DUF1447-containing protein			SAMEA4412661_00713	216	71	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	710616	711167	-					defB		SAMEA4412661_00714	552		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	710616	711167	-	SNW01424.1			peptide deformylase 2	defB		SAMEA4412661_00714	552	183	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	711332	711964	+							SAMEA4412661_00715	633		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	711332	711964	+	SNW01427.1			putative lipoprotein			SAMEA4412661_00715	633	210	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	711984	713231	+					pdhA		SAMEA4412661_00716	1248		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	711984	713231	+	SNW01429.1			pyruvate dehydrogenase E1 component alpha subunit	pdhA		SAMEA4412661_00716	1248	415	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	713235	714212	+					pdhB		SAMEA4412661_00717	978		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	713235	714212	+	SNW01431.1			pyruvate dehydrogenase E1 component subunit beta	pdhB		SAMEA4412661_00717	978	325	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	714390	715691	+					pdhC		SAMEA4412661_00718	1302		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	714390	715691	+	SNW01433.1			branched-chain alpha-keto acid dehydrogenase subunit E2	pdhC		SAMEA4412661_00718	1302	433	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	715695	717101	+					pdhD_1		SAMEA4412661_00719	1407		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	715695	717101	+	SNW01436.1			pyruvate dehydrogenase complex E3 component, lipoamide dehydrogenase	pdhD_1		SAMEA4412661_00719	1407	468	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	717181	717453	+							SAMEA4412661_00720	273		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	717181	717453	+	SNW01439.1			Putative cytosolic protein			SAMEA4412661_00720	273	90	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	717578	718117	+							SAMEA4412661_00721	540		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	717578	718117	+	SNW01445.1			Cro/CI family transcriptional regulator			SAMEA4412661_00721	540	179	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	718130	719230	+					potA		SAMEA4412661_00722	1101		
CDS	with_protein	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	718130	719230	+	SNW01448.1			spermidine/putrescine import ATP-binding protein PotA	potA		SAMEA4412661_00722	1101	366	
gene	protein_coding	GCA_900187005.1	Primary Assembly	chromosome	1	LT906464.1	719217	720023	+					potB		SAMEA4412661_00723	807		
