# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	672533	673141	+							JC286_02935	609		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	672533	673141	+	QQA49083.1			hypothetical protein			JC286_02935	609	202	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	673749	675626	+							JC286_02940	1878		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	673749	675626	+	QQA49084.1			N-6 DNA methylase			JC286_02940	1878	625	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	675645	675902	+							JC286_02945	258		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	675645	675902	+	QQA49085.1			hypothetical protein			JC286_02945	258	85	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	675946	676425	+							JC286_02950	480		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	675946	676425	+	QQA49086.1			hypothetical protein			JC286_02950	480	159	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	676559	679120	+							JC286_02955	2562		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	676559	679120	+	QQA49087.1			type I restriction-modification system subunit M			JC286_02955	2562	853	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	679117	680352	+							JC286_02960	1236		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	679117	680352	+	QQA49088.1			restriction endonuclease subunit S			JC286_02960	1236	411	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	680367	683453	+							JC286_02965	3087		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	680367	683453	+	QQA49089.1			type I restriction endonuclease subunit R			JC286_02965	3087	1028	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	684511	685413	+							JC286_02970	903		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	684511	685413	+	QQA49090.1			NERD domain-containing protein			JC286_02970	903	300	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	685522	686067	-							JC286_02975	546		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	685522	686067	-	QQA49091.1			cysteine hydrolase			JC286_02975	546	181	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	686372	687124	+							JC286_02980	753		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	686372	687124	+	QQA49092.1			DeoR/GlpR transcriptional regulator			JC286_02980	753	250	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	687329	687757	+					lacA		JC286_02985	429		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	687329	687757	+	QQA49093.1			galactose-6-phosphate isomerase subunit LacA	lacA		JC286_02985	429	142	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	687773	688288	+					lacB		JC286_02990	516		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	687773	688288	+	QQA49094.1			galactose-6-phosphate isomerase subunit LacB	lacB		JC286_02990	516	171	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	688359	689327	+					lacD		JC286_02995	969		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	688359	689327	+	QQA49095.1			tagatose-bisphosphate aldolase	lacD		JC286_02995	969	322	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	689353	689667	+							JC286_03000	315		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	689353	689667	+	QQA49096.1			PTS lactose/cellobiose transporter subunit IIA			JC286_03000	315	104	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	689673	691397	+							JC286_03005	1725		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	689673	691397	+	QQA49097.1			PTS lactose transporter subunit IIBC			JC286_03005	1725	574	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	691415	692821	+					lacG		JC286_03010	1407		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	691415	692821	+	QQA49098.1			6-phospho-beta-galactosidase	lacG		JC286_03010	1407	468	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	693051	697055	+					cas9		JC286_03015	4005		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	693051	697055	+	QQA49099.1			type II CRISPR RNA-guided endonuclease Cas9	cas9		JC286_03015	4005	1334	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	697045	697920	+					cas1		JC286_03020	876		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	697045	697920	+	QQA49100.1			type II CRISPR-associated endonuclease Cas1	cas1		JC286_03020	876	291	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	698001	698294	+					cas2		JC286_03025	294		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	698001	698294	+	QQA49662.1			CRISPR-associated endonuclease Cas2	cas2		JC286_03025	294	97	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	698291	699139	+							JC286_03030	849		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	698291	699139	+	QQA49101.1			hypothetical protein			JC286_03030	849	282	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	700509	701519	+							JC286_03035	1011		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	700509	701519	+	QQA49102.1			zinc-binding alcohol dehydrogenase family protein			JC286_03035	1011	336	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	701576	703090	+							JC286_03040	1515		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	701576	703090	+	QQA49103.1			BCCT family transporter			JC286_03040	1515	504	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	703379	703921	+					amaP		JC286_03045	543		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	703379	703921	+	QQA49104.1			alkaline shock response membrane anchor protein AmaP	amaP		JC286_03045	543	180	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	703934	704179	+							JC286_03050	246		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	703934	704179	+	QQA49105.1			DUF2273 domain-containing protein			JC286_03050	246	81	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	704233	704724	+							JC286_03055	492		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	704233	704724	+	QQA49106.1			Asp23/Gls24 family envelope stress response protein			JC286_03055	492	163	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	704796	705941	-							JC286_03060	1146		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	704796	705941	-	QQA49107.1			MFS transporter			JC286_03060	1146	381	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	706065	708020	-							JC286_03065	1956		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	706065	708020	-	QQA49108.1			sialic acid synthase			JC286_03065	1956	651	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	708121	709305	+							JC286_03070	1185		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	708121	709305	+	QQA49109.1			MFS transporter			JC286_03070	1185	394	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	709289	711052	+							JC286_03075	1764		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	709289	711052	+	QQA49110.1			siderophore synthetase			JC286_03075	1764	587	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	711056	712132	+							JC286_03080	1077		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	711056	712132	+	QQA49111.1			alanine racemase			JC286_03080	1077	358	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	712247	713191	+							JC286_03085	945		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	712247	713191	+	QQA49663.1			ABC transporter substrate-binding protein			JC286_03085	945	314	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	713335	714360	+							JC286_03090	1026		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	713335	714360	+	QQA49112.1			iron ABC transporter permease			JC286_03090	1026	341	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	714357	715319	+							JC286_03095	963		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	714357	715319	+	QQA49113.1			iron chelate uptake ABC transporter family permease subunit			JC286_03095	963	320	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	715440	716810	+							JC286_03100	1371		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	715440	716810	+	QQA49114.1			YjiH family protein			JC286_03100	1371	456	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	717294	717554	-							JC286_03105	261		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	717294	717554	-	QQA49115.1			hypothetical protein			JC286_03105	261	86	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	717744	718250	+							JC286_03110	507		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	717744	718250	+	QQA49116.1			metal-dependent hydrolase			JC286_03110	507	168	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	718323	719513	+							JC286_03115	1191		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	718323	719513	+	QQA49117.1			UTP--glucose-1-phosphate uridylyltransferase			JC286_03115	1191	396	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	719524	720204	+							JC286_03120	681		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	719524	720204	+	QQA49118.1			hemolysin III family protein			JC286_03120	681	226	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	720217	720414	+							JC286_03125	198		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	720217	720414	+	QQA49119.1			hypothetical protein			JC286_03125	198	65	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	720967	722310	+							JC286_03130	1344		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	720967	722310	+	QQA49120.1			MFS transporter			JC286_03130	1344	447	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	722336	722797	+							JC286_03135	462		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	722336	722797	+	QQA49121.1			SepA family multidrug efflux transporter			JC286_03135	462	153	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	722903	724351	+							JC286_03140	1449		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	722903	724351	+	QQA49122.1			multidrug efflux MFS transporter			JC286_03140	1449	482	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	724670	725734	+							JC286_03145	1065		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	724670	725734	+	QQA49123.1			P-loop NTPase			JC286_03145	1065	354	
gene	rRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	726263	727814	+							JC286_03150	1552		
rRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	726263	727814	+				16S ribosomal RNA			JC286_03150	1552		
gene	rRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	728207	731128	+							JC286_03155	2922		
rRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	728207	731128	+				23S ribosomal RNA			JC286_03155	2922		
gene	rRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731207	731321	+					rrf		JC286_03160	115		
rRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731207	731321	+				5S ribosomal RNA	rrf		JC286_03160	115		
gene	tRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731331	731405	+							JC286_03165	75		
tRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731331	731405	+				tRNA-Asn			JC286_03165	75		anticodon=GTT
gene	tRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731407	731478	+							JC286_03170	72		
tRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731407	731478	+				tRNA-Glu			JC286_03170	72		anticodon=TTC
gene	tRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731488	731563	+							JC286_03175	76		
tRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731488	731563	+				tRNA-Val			JC286_03175	76		anticodon=TAC
gene	tRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731584	731667	+							JC286_03180	84		
tRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731584	731667	+				tRNA-Tyr			JC286_03180	84		anticodon=GTA
gene	tRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731672	731746	+							JC286_03185	75		
tRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731672	731746	+				tRNA-Gln			JC286_03185	75		anticodon=TTG
gene	tRNA	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731750	731822	+							JC286_03190	73		
tRNA		GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	731750	731822	+				tRNA-Lys			JC286_03190	73		anticodon=TTT
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	732200	733105	+					rocF		JC286_03195	906		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	732200	733105	+	QQA49124.1			arginase	rocF		JC286_03195	906	301	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	733337	734143	+							JC286_03200	807		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	733337	734143	+	QQA49125.1			TIGR00159 family protein			JC286_03200	807	268	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	734144	735076	+							JC286_03205	933		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	734144	735076	+	QQA49126.1			YbbR-like domain-containing protein			JC286_03205	933	310	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	735104	736459	+							JC286_03210	1356		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	735104	736459	+	QQA49127.1			phosphoglucosamine mutase			JC286_03210	1356	451	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	736709	738028	+							JC286_03215	1320		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	736709	738028	+	QQA49128.1			ISL3 family transposase			JC286_03215	1320	439	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	738075	739181	-							JC286_03220	1107		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	738075	739181	-	QQA49129.1			mannitol-1-phosphate 5-dehydrogenase			JC286_03220	1107	368	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	739181	739615	-							JC286_03225	435		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	739181	739615	-	QQA49130.1			PTS sugar transporter subunit IIA			JC286_03225	435	144	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	739632	741662	-							JC286_03230	2031		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	739632	741662	-	QQA49131.1			BglG family transcription antiterminator			JC286_03230	2031	676	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	741693	743258	-							JC286_03235	1566		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	741693	743258	-	QQA49132.1			PTS mannitol transporter subunit IICB			JC286_03235	1566	521	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	744191	745993	+					glmS		JC286_03240	1803		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	744191	745993	+	QQA49133.1			glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		JC286_03240	1803	600	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	746568	747113	+							JC286_03245	546		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	746568	747113	+	QQA49664.1			antibiotic resistance protein VanZ			JC286_03245	546	181	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	747125	748063	+							JC286_03250	939		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	747125	748063	+	QQA49134.1			hypothetical protein			JC286_03250	939	312	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	748233	748499	+							JC286_03255	267		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	748233	748499	+	QQA49135.1			hypothetical protein			JC286_03255	267	88	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	748607	749386	+							JC286_03260	780		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	748607	749386	+	QQA49136.1			ABC transporter ATP-binding protein			JC286_03260	780	259	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	749461	750315	+							JC286_03265	855		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	749461	750315	+	QQA49137.1			Cof-type HAD-IIB family hydrolase			JC286_03265	855	284	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	750868	751773	-							JC286_03270	906		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	750868	751773	-	QQA49138.1			lytic transglycosylase			JC286_03270	906	301	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	751959	752663	+							JC286_03275	705		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	751959	752663	+	QQA49139.1			FadR family transcriptional regulator			JC286_03275	705	234	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	753070	754008	+					manA		JC286_03280	939		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	753070	754008	+	QQA49140.1			mannose-6-phosphate isomerase, class I	manA		JC286_03280	939	312	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	754025	754261	+							JC286_03285	237		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	754025	754261	+	QQA49141.1			hypothetical protein			JC286_03285	237	78	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	754339	755703	+							JC286_03290	1365		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	754339	755703	+	QQA49142.1			EVE domain-containing protein			JC286_03290	1365	454	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	756442	757872	+					nhaC		JC286_03295	1431		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	756442	757872	+	QQA49143.1			Na+/H+ antiporter NhaC	nhaC		JC286_03295	1431	476	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	757937	758341	+							JC286_03300	405		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	757937	758341	+	QQA49144.1			DUF393 domain-containing protein			JC286_03300	405	134	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	758571	759281	-					deoD		JC286_03305	711		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	758571	759281	-	QQA49145.1			purine-nucleoside phosphorylase	deoD		JC286_03305	711	236	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	759497	760798	+							JC286_03310	1302		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	759497	760798	+	QQA49146.1			pyrimidine-nucleoside phosphorylase			JC286_03310	1302	433	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	760810	761163	+							JC286_03315	354		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	760810	761163	+	QQA49147.1			hypothetical protein			JC286_03315	354	117	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	761225	761695	-							JC286_03320	471		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	761225	761695	-	QQA49148.1			S-ribosylhomocysteine lyase			JC286_03320	471	156	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	762261	763379	+							JC286_03325	1119		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	762261	763379	+	QQA49665.1			M20 family metallopeptidase			JC286_03325	1119	372	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	763382	764572	+							JC286_03330	1191		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	763382	764572	+	QQA49149.1			ATP-grasp domain-containing protein			JC286_03330	1191	396	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	764689	765360	+							JC286_03335	672		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	764689	765360	+	QQA49150.1			DUF2750 domain-containing protein			JC286_03335	672	223	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	765771	766568	-					coaW		JC286_03340	798		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	765771	766568	-	QQA49151.1			type II pantothenate kinase	coaW		JC286_03340	798	265	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	767623	769215	-							JC286_03345	1593		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	767623	769215	-	QQA49152.1			BCCT family transporter			JC286_03345	1593	530	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	769386	770249	+							JC286_03350	864		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	769386	770249	+	QQA49153.1			GNAT family N-acetyltransferase			JC286_03350	864	287	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	770518	771060	+							JC286_03355	543		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	770518	771060	+	QQA49154.1			DNA-directed RNA polymerase subunit delta			JC286_03355	543	180	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	771471	773084	+							JC286_03360	1614		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	771471	773084	+	QQA49155.1			CTP synthase			JC286_03360	1614	537	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	773527	774885	+					glpT		JC286_03365	1359		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	773527	774885	+	QQA49156.1			glycerol-3-phosphate transporter	glpT		JC286_03365	1359	452	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	775310	775834	-							JC286_03370	525		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	775310	775834	-	QQA49157.1			DUF2529 domain-containing protein			JC286_03370	525	174	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	776099	776971	+							JC286_03375	873		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	776099	776971	+	QQA49158.1			fructose-bisphosphate aldolase			JC286_03375	873	290	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	777316	778581	+							JC286_03380	1266		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	777316	778581	+	QQA49159.1			UDP-N-acetylglucosamine 1-carboxyvinyltransferase			JC286_03380	1266	421	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	778629	778958	+							JC286_03385	330		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	778629	778958	+	QQA49160.1			helix-turn-helix transcriptional regulator			JC286_03385	330	109	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	779139	780572	+							JC286_03390	1434		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	779139	780572	+	QQA49161.1			aldehyde dehydrogenase family protein			JC286_03390	1434	477	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	781445	782758	+					rho		JC286_03395	1314		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	781445	782758	+	QQA49162.1			transcription termination factor Rho	rho		JC286_03395	1314	437	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	782881	783135	+							JC286_03400	255		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	782881	783135	+	QQA49163.1			type B 50S ribosomal protein L31			JC286_03400	255	84	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	783483	784085	+							JC286_03405	603		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	783483	784085	+	QQA49164.1			thymidine kinase			JC286_03405	603	200	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	784085	785161	+					prfA		JC286_03410	1077		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	784085	785161	+	QQA49165.1			peptide chain release factor 1	prfA		JC286_03410	1077	358	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	785151	785993	+					prmC		JC286_03415	843		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	785151	785993	+	QQA49166.1			peptide chain release factor N(5)-glutamine methyltransferase	prmC		JC286_03415	843	280	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	786159	787211	+							JC286_03420	1053		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	786159	787211	+	QQA49167.1			threonylcarbamoyl-AMP synthase			JC286_03420	1053	350	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	787208	787633	+							JC286_03425	426		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	787208	787633	+	QQA49168.1			low molecular weight protein arginine phosphatase			JC286_03425	426	141	
gene	protein_coding	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	787751	788278	+							JC286_03430	528		
CDS	with_protein	GCA_016126715.1	Primary Assembly	chromosome		CP065921.1	787751	788278	+	QQA49169.1			TIGR01440 family protein			JC286_03430	528	175	
